CSID,CaseID,CSType,CSDate,CourtID,JudgeName
32531,44354,A,2023-07-13,29,Smt. D. Savitha
32532,39164,C,2024-10-31,29,Shri Y. Manjunath
32533,25950,B,2023-06-28,29,Smt. D. Savitha
32534,38656,B,2024-11-29,29,Shri A. Krishnamurthy
32535,47701,C,2026-06-30,29,Shri T.G. Rao
32536,4422,B,2023-09-10,29,Smt. R. Sumathi
32537,13262,B,2024-01-24,29,Shri Y. Manjunath
32538,24571,C,2023-07-29,29,Shri M.V. Reddy
32539,26098,B,2023-06-17,29,Shri P.K. Sharma
32540,26759,A,2023-09-02,29,Shri B.N. Prasad
32541,35018,A,2024-01-27,29,Smt. D. Savitha
32542,35494,A,2023-06-28,29,Smt. V. Patil
32543,38357,B,2024-03-02,29,Shri S.R. Naik
32544,42702,A,2023-11-25,29,Shri S.R. Naik
32545,8138,B,2024-09-01,29,Smt. V. Patil
32546,16124,B,2025-01-21,29,Shri A. Krishnamurthy
32547,17101,B,2024-11-14,29,Shri S.R. Naik
32548,22746,B,2025-03-06,29,Smt. V. Patil
32549,26047,B,2024-05-05,29,Smt. R. Sumathi
32550,28866,A,2024-12-29,29,Shri T.G. Rao
32551,29600,B,2024-10-05,29,Smt. R. Sumathi
32552,30063,A,2024-10-06,29,Shri B.N. Prasad
32553,46328,A,2024-09-14,29,Shri T.G. Rao
32554,16259,A,2026-02-12,29,Smt. V. Patil
32555,18562,B,2026-02-22,29,Shri T.G. Rao
32556,21535,B,2026-04-01,29,Shri Y. Manjunath
32557,26180,A,2026-02-25,29,Shri B.N. Prasad
32558,28480,B,2026-03-02,29,Shri T.G. Rao
32559,41236,A,2026-03-10,29,Shri R.K. Kulkarni
32560,42873,A,2025-04-26,29,Smt. V. Patil
32561,46282,C,2025-11-28,29,Smt. R. Sumathi
32562,20362,B,2026-06-13,29,Smt. V. Patil
32563,31426,B,2026-04-20,29,Smt. V. Patil
32564,39558,B,2026-06-30,29,Shri S.R. Naik
32565,47813,A,2026-04-26,29,Smt. D. Savitha
32566,49128,B,2026-06-30,29,Shri B.N. Prasad
32567,32732,A,2023-09-21,29,Smt. V. Patil
32568,16183,B,2024-03-01,29,Smt. P. Sridevi
32569,30812,B,2025-05-25,29,Smt. R. Sumathi
32570,18706,B,2023-12-01,29,Shri Y. Manjunath
32571,19491,B,2024-08-08,29,Smt. R. Sumathi
32572,20256,B,2024-03-27,29,Shri M.V. Reddy
32573,2647,B,2026-06-24,29,Shri A. Krishnamurthy
32574,1997,C,2023-07-20,29,Shri P.K. Sharma
32575,4678,A,2024-04-17,29,Shri M.V. Reddy
32576,15833,A,2023-05-23,29,Smt. D. Savitha
32577,19550,A,2023-09-28,29,Shri T.G. Rao
32578,23021,B,2024-03-26,29,Smt. K. Latha
32579,33170,B,2023-03-24,29,Shri Y. Manjunath
32580,39163,B,2024-02-18,29,Smt. N. Hegde
32581,42698,B,2024-05-02,29,Shri M.V. Reddy
32582,49580,C,2023-07-08,29,Smt. V. Patil
32583,49914,A,2023-08-19,29,Smt. V. Patil
32584,249,B,2024-07-26,29,Shri T.G. Rao
32585,844,B,2024-08-03,29,Shri B.N. Prasad
32586,2021,B,2024-12-05,29,Shri T.G. Rao
32587,15398,B,2025-06-07,29,Smt. V. Patil
32588,18979,B,2024-09-13,29,Shri A. Krishnamurthy
32589,26146,A,2024-08-15,29,Shri A. Krishnamurthy
32590,40102,C,2024-04-28,29,Shri T.G. Rao
32591,41472,B,2024-12-30,29,Shri A. Krishnamurthy
32592,45358,C,2025-01-09,29,Smt. N. Hegde
32593,48235,B,2024-07-08,29,Shri Y. Manjunath
32594,4204,B,2025-08-08,29,Shri Y. Manjunath
32595,5403,B,2026-01-01,29,Shri B.N. Prasad
32596,7272,B,2026-02-05,29,Smt. D. Savitha
32597,7488,B,2025-08-18,29,Smt. D. Savitha
32598,13486,C,2026-01-03,29,Shri A. Krishnamurthy
32599,18971,A,2025-06-09,29,Smt. K. Latha
32600,19479,A,2025-04-05,29,Shri T.G. Rao
32601,32440,A,2026-02-24,29,Smt. V. Patil
32602,33759,B,2025-08-28,29,Smt. K. Latha
32603,33846,A,2025-11-29,29,Shri Y. Manjunath
32604,40148,B,2025-04-18,29,Shri Y. Manjunath
32605,45820,C,2025-08-06,29,Smt. J. Anitha
32606,3710,B,2026-06-30,29,Smt. K. Latha
32607,4159,A,2026-06-30,29,Smt. D. Savitha
32608,43011,A,2026-06-30,29,Shri R.K. Kulkarni
32609,34499,A,2023-07-22,29,Smt. K. Latha
32610,30499,A,2026-04-20,29,Smt. N. Hegde
32611,13107,A,2024-02-18,29,Shri S.R. Naik
32612,26970,C,2024-04-10,29,Smt. N. Hegde
32613,15130,A,2025-12-18,29,Smt. N. Hegde
32614,23356,B,2026-06-30,29,Smt. V. Patil
32615,29627,B,2026-06-30,29,Smt. N. Hegde
32616,30532,B,2026-06-30,29,Shri Y. Manjunath
32617,19900,B,2023-07-13,29,Shri S.R. Naik
32618,17917,A,2026-06-10,29,Smt. K. Latha
32619,6797,C,2026-06-30,29,Shri P.K. Sharma
32620,3092,B,2024-01-19,29,Smt. P. Sridevi
32621,8459,B,2024-01-21,29,Shri T.G. Rao
32622,10490,C,2023-05-07,29,Shri A. Krishnamurthy
32623,16002,A,2023-07-31,29,Shri T.G. Rao
32624,16021,B,2024-02-19,29,Shri T.G. Rao
32625,26179,B,2023-07-07,29,Smt. V. Patil
32626,32106,B,2023-03-10,29,Shri T.G. Rao
32627,33878,B,2023-07-25,29,Shri M.V. Reddy
32628,37400,A,2023-10-03,29,Smt. J. Anitha
32629,49364,C,2023-12-30,29,Smt. R. Sumathi
32630,8400,A,2025-05-03,29,Shri A. Krishnamurthy
32631,11311,B,2025-04-06,29,Shri T.G. Rao
32632,14465,A,2024-04-18,29,Shri M.V. Reddy
32633,16514,A,2025-02-05,29,Shri T.G. Rao
32634,19112,B,2024-09-29,29,Shri M.V. Reddy
32635,30537,C,2024-06-05,29,Smt. V. Patil
32636,38998,A,2025-02-18,29,Smt. D. Savitha
32637,367,A,2025-06-20,29,Shri M.V. Reddy
32638,3697,B,2026-05-01,29,Shri S.R. Naik
32639,5659,A,2026-04-09,29,Shri B.N. Prasad
32640,16465,B,2025-10-02,29,Shri A. Krishnamurthy
32641,19326,C,2026-01-16,29,Shri S.R. Naik
32642,37301,A,2025-03-26,29,Shri B.N. Prasad
32643,41742,B,2025-08-19,29,Shri B.N. Prasad
32644,47662,A,2025-09-16,29,Shri A. Krishnamurthy
32645,5675,A,2026-05-21,29,Smt. N. Hegde
32646,15789,C,2026-06-30,29,Smt. K. Latha
32647,22813,A,2026-06-30,29,Smt. J. Anitha
32648,27095,B,2026-06-30,29,Shri R.K. Kulkarni
32649,38631,B,2026-06-30,29,Smt. D. Savitha
32650,34508,B,2024-12-17,29,Shri T.G. Rao
32651,38363,B,2025-07-24,29,Shri T.G. Rao
32652,1801,A,2023-07-24,29,Smt. V. Patil
32653,31938,A,2023-05-28,29,Shri S.R. Naik
32654,22105,A,2025-01-17,29,Shri S.R. Naik
32655,24739,A,2023-08-11,29,Shri Y. Manjunath
32656,22384,C,2026-02-23,29,Shri Y. Manjunath
32657,36230,A,2026-02-03,29,Smt. K. Latha
32658,1699,A,2024-04-06,29,Shri Y. Manjunath
32659,1757,C,2023-07-15,29,Shri B.N. Prasad
32660,4933,B,2023-08-18,29,Shri A. Krishnamurthy
32661,10648,B,2024-02-13,29,Smt. D. Savitha
32662,14748,C,2024-04-27,29,Smt. V. Patil
32663,18625,B,2023-07-29,29,Shri T.G. Rao
32664,20928,A,2024-05-24,29,Smt. D. Savitha
32665,30771,B,2023-07-05,29,Shri T.G. Rao
32666,37825,B,2023-11-12,29,Smt. K. Latha
32667,38623,B,2023-07-26,29,Smt. J. Anitha
32668,39148,A,2023-07-01,29,Shri Y. Manjunath
32669,40731,B,2023-05-19,29,Smt. V. Patil
32670,44762,B,2023-11-04,29,Shri S.R. Naik
32671,4387,B,2024-07-05,29,Shri B.N. Prasad
32672,21635,C,2024-04-23,29,Shri P.K. Sharma
32673,31641,B,2025-04-29,29,Shri S.R. Naik
32674,36438,B,2024-12-21,29,Shri T.G. Rao
32675,43661,B,2024-07-16,29,Smt. J. Anitha
32676,47006,B,2024-02-19,29,Shri S.R. Naik
32677,1545,B,2025-05-01,29,Shri B.N. Prasad
32678,7023,A,2025-07-23,29,Smt. K. Latha
32679,14493,A,2025-11-30,29,Smt. N. Hegde
32680,28903,B,2025-03-16,29,Shri A. Krishnamurthy
32681,31363,B,2025-12-06,29,Smt. P. Sridevi
32682,32073,B,2025-06-27,29,Shri A. Krishnamurthy
32683,33910,B,2025-09-24,29,Shri A. Krishnamurthy
32684,35818,B,2026-03-27,29,Smt. D. Savitha
32685,36398,B,2025-07-05,29,Shri T.G. Rao
32686,45762,A,2026-01-02,29,Smt. P. Sridevi
32687,2766,A,2026-06-30,29,Smt. D. Savitha
32688,40335,A,2026-06-30,29,Shri M.V. Reddy
32689,42124,B,2026-06-30,29,Shri A. Krishnamurthy
32690,47651,A,2026-06-30,29,Shri B.N. Prasad
32691,9372,B,2024-03-22,29,Smt. N. Hegde
32692,15387,C,2026-04-01,29,Shri R.K. Kulkarni
32693,38223,C,2023-12-26,29,Shri S.R. Naik
32694,49115,B,2023-08-09,29,Smt. D. Savitha
32695,22550,A,2024-10-16,29,Shri P.K. Sharma
32696,9818,C,2026-02-01,29,Smt. J. Anitha
32697,40971,B,2026-02-10,29,Smt. D. Savitha
32698,6729,C,2023-05-20,29,Shri S.R. Naik
32699,12686,C,2023-08-29,29,Shri S.R. Naik
32700,15155,B,2023-07-09,29,Shri A. Krishnamurthy
32701,21045,B,2023-05-26,29,Shri R.K. Kulkarni
32702,27388,A,2023-03-31,29,Shri B.N. Prasad
32703,8161,B,2024-04-18,29,Smt. J. Anitha
32704,24111,B,2024-12-07,29,Shri S.R. Naik
32705,26912,A,2024-07-31,29,Smt. J. Anitha
32706,28361,C,2025-02-09,29,Smt. V. Patil
32707,37005,B,2025-01-12,29,Shri M.V. Reddy
32708,38692,B,2024-09-07,29,Smt. V. Patil
32709,40914,A,2024-10-14,29,Smt. D. Savitha
32710,41049,C,2024-06-04,29,Smt. D. Savitha
32711,41823,B,2024-12-01,29,Smt. R. Sumathi
32712,2804,A,2025-08-22,29,Smt. V. Patil
32713,12817,B,2025-07-03,29,Smt. N. Hegde
32714,24898,C,2025-12-01,29,Smt. J. Anitha
32715,28276,C,2025-07-12,29,Smt. V. Patil
32716,34482,B,2026-04-17,29,Shri T.G. Rao
32717,40063,B,2025-12-12,29,Smt. V. Patil
32718,3238,B,2026-06-30,29,Shri Y. Manjunath
32719,19228,B,2026-06-30,29,Smt. K. Latha
32720,43538,B,2026-06-30,29,Smt. V. Patil
32721,33373,A,2023-08-25,29,Smt. N. Hegde
32722,6870,A,2024-08-12,29,Smt. D. Savitha
32723,37045,B,2025-04-17,29,Shri Y. Manjunath
32724,43136,B,2025-12-05,29,Smt. N. Hegde
32725,26913,C,2024-01-17,29,Smt. R. Sumathi
32726,9292,A,2024-04-17,29,Shri T.G. Rao
32727,141,A,2023-11-14,29,Smt. K. Latha
32728,465,A,2024-03-06,29,Smt. R. Sumathi
32729,5345,B,2023-09-15,29,Smt. P. Sridevi
32730,11038,B,2024-04-04,29,Shri A. Krishnamurthy
32731,12983,C,2023-09-03,29,Smt. V. Patil
32732,30512,A,2024-01-16,29,Shri Y. Manjunath
32733,314,B,2024-05-23,29,Smt. R. Sumathi
32734,5983,B,2024-11-02,29,Shri M.V. Reddy
32735,15030,C,2024-11-09,29,Shri M.V. Reddy
32736,21975,B,2024-06-30,29,Smt. K. Latha
32737,22419,B,2024-02-26,29,Shri P.K. Sharma
32738,26495,B,2025-02-16,29,Smt. P. Sridevi
32739,30435,B,2025-03-19,29,Shri Y. Manjunath
32740,32773,B,2024-07-08,29,Shri M.V. Reddy
32741,33744,B,2024-09-12,29,Shri B.N. Prasad
32742,35051,B,2025-05-18,29,Smt. R. Sumathi
32743,36003,B,2025-01-08,29,Smt. J. Anitha
32744,42322,A,2024-12-04,29,Shri M.V. Reddy
32745,470,A,2025-08-06,29,Shri A. Krishnamurthy
32746,13448,A,2025-10-04,29,Shri M.V. Reddy
32747,14078,B,2025-10-28,29,Smt. J. Anitha
32748,21156,A,2025-10-21,29,Shri S.R. Naik
32749,22975,C,2025-05-16,29,Smt. K. Latha
32750,26819,A,2025-06-14,29,Shri M.V. Reddy
32751,29711,B,2026-02-05,29,Smt. D. Savitha
32752,33120,A,2025-08-14,29,Smt. V. Patil
32753,35501,C,2026-01-29,29,Shri M.V. Reddy
32754,37642,C,2026-01-24,29,Smt. N. Hegde
32755,38689,A,2026-03-06,29,Shri B.N. Prasad
32756,46086,A,2025-11-06,29,Shri A. Krishnamurthy
32757,49352,B,2025-12-25,29,Smt. P. Sridevi
32758,11688,C,2026-06-30,29,Shri Y. Manjunath
32759,35613,B,2026-06-30,29,Smt. V. Patil
32760,36244,B,2026-06-30,29,Shri T.G. Rao
32761,41739,B,2026-03-31,29,Shri M.V. Reddy
32762,40226,B,2025-02-11,29,Smt. P. Sridevi
32763,21349,C,2024-02-14,29,Shri A. Krishnamurthy
32764,25681,A,2024-04-25,29,Shri A. Krishnamurthy
32765,9840,A,2024-12-24,29,Smt. K. Latha
32766,17285,A,2024-06-14,29,Smt. N. Hegde
32767,8435,B,2025-11-14,29,Shri S.R. Naik
32768,11456,B,2023-04-09,29,Smt. P. Sridevi
32769,48231,A,2025-05-07,29,Smt. N. Hegde
32770,2739,A,2024-03-13,29,Shri Y. Manjunath
32771,21470,A,2023-11-19,29,Smt. N. Hegde
32772,22930,B,2024-01-10,29,Smt. K. Latha
32773,33039,B,2023-12-28,29,Smt. R. Sumathi
32774,35180,B,2023-04-25,29,Smt. K. Latha
32775,38118,C,2023-05-30,29,Smt. R. Sumathi
32776,46828,A,2023-06-08,29,Shri Y. Manjunath
32777,2734,A,2024-06-25,29,Smt. K. Latha
32778,3883,A,2024-08-15,29,Shri Y. Manjunath
32779,13518,A,2024-07-04,29,Smt. R. Sumathi
32780,32492,B,2024-06-01,29,Shri S.R. Naik
32781,46179,B,2024-07-24,29,Smt. N. Hegde
32782,1907,B,2025-05-23,29,Shri P.K. Sharma
32783,8393,A,2026-04-29,29,Shri T.G. Rao
32784,15633,B,2025-04-08,29,Shri P.K. Sharma
32785,17225,B,2025-11-24,29,Smt. P. Sridevi
32786,20996,B,2026-01-10,29,Shri R.K. Kulkarni
32787,27299,A,2026-03-03,29,Shri A. Krishnamurthy
32788,32019,C,2026-04-23,29,Smt. N. Hegde
32789,34322,A,2025-09-17,29,Smt. K. Latha
32790,35674,B,2025-08-25,29,Smt. P. Sridevi
32791,36691,B,2025-09-06,29,Shri T.G. Rao
32792,46497,A,2025-12-02,29,Smt. R. Sumathi
32793,47220,B,2026-01-12,29,Shri R.K. Kulkarni
32794,18850,B,2026-06-20,29,Smt. J. Anitha
32795,26687,B,2026-06-30,29,Smt. N. Hegde
32796,33630,A,2026-06-30,29,Shri Y. Manjunath
32797,30981,B,2023-03-18,29,Smt. D. Savitha
32798,13473,C,2024-06-10,29,Smt. N. Hegde
32799,24203,C,2024-09-12,29,Smt. N. Hegde
32800,32068,B,2025-02-28,29,Shri S.R. Naik
32801,43788,A,2026-06-30,29,Smt. R. Sumathi
32802,12668,A,2024-02-12,29,Shri P.K. Sharma
32803,43323,A,2025-08-08,29,Smt. V. Patil
32804,9873,A,2026-06-30,29,Shri P.K. Sharma
32805,12,B,2024-04-10,30,Shri A. Krishnamurthy
32806,3610,B,2023-11-28,30,Smt. K. Latha
32807,14654,A,2023-05-22,30,Smt. K. Latha
32808,16250,B,2024-01-14,30,Shri M.V. Reddy
32809,20112,A,2023-12-09,30,Shri P.K. Sharma
32810,22344,B,2024-06-02,30,Smt. D. Savitha
32811,30785,B,2023-07-17,30,Smt. J. Anitha
32812,44254,B,2023-12-30,30,Shri R.K. Kulkarni
32813,44670,B,2024-04-25,30,Shri R.K. Kulkarni
32814,10438,A,2024-09-22,30,Smt. K. Latha
32815,11511,B,2024-06-14,30,Smt. R. Sumathi
32816,15256,A,2024-12-25,30,Smt. J. Anitha
32817,17515,A,2024-04-27,30,Shri P.K. Sharma
32818,18782,A,2024-05-06,30,Shri S.R. Naik
32819,26791,A,2024-09-24,30,Shri A. Krishnamurthy
32820,33402,B,2024-05-15,30,Shri P.K. Sharma
32821,34054,A,2024-04-30,30,Shri P.K. Sharma
32822,34924,B,2024-08-03,30,Smt. D. Savitha
32823,36850,A,2025-03-10,30,Smt. N. Hegde
32824,5922,B,2026-05-31,30,Shri A. Krishnamurthy
32825,6474,A,2025-05-11,30,Shri M.V. Reddy
32826,14925,B,2026-01-24,30,Shri A. Krishnamurthy
32827,37122,B,2026-03-01,30,Shri Y. Manjunath
32828,44741,B,2025-05-08,30,Smt. N. Hegde
32829,5407,A,2026-06-21,30,Shri Y. Manjunath
32830,13900,B,2026-06-09,30,Shri T.G. Rao
32831,16770,A,2026-06-30,30,Smt. P. Sridevi
32832,22795,B,2026-05-26,30,Shri P.K. Sharma
32833,31610,C,2026-03-27,30,Smt. K. Latha
32834,35865,A,2026-04-08,30,Smt. N. Hegde
32835,37684,B,2026-03-27,30,Smt. N. Hegde
32836,44299,B,2026-06-30,30,Smt. K. Latha
32837,44501,C,2026-05-19,30,Smt. D. Savitha
32838,10122,B,2025-05-17,30,Smt. J. Anitha
32839,1024,B,2023-11-19,30,Smt. P. Sridevi
32840,2472,A,2023-09-27,30,Smt. V. Patil
32841,2626,C,2023-11-14,30,Smt. D. Savitha
32842,25131,C,2026-05-21,30,Shri Y. Manjunath
32843,22294,B,2024-10-11,30,Shri R.K. Kulkarni
32844,39176,A,2026-05-08,30,Shri M.V. Reddy
32845,6082,C,2023-07-02,30,Shri B.N. Prasad
32846,10898,B,2023-07-28,30,Shri A. Krishnamurthy
32847,16494,A,2023-06-11,30,Shri R.K. Kulkarni
32848,34124,C,2023-09-26,30,Shri M.V. Reddy
32849,37516,B,2023-02-19,30,Shri S.R. Naik
32850,45903,B,2023-05-06,30,Smt. K. Latha
32851,47032,B,2023-06-19,30,Smt. N. Hegde
32852,8345,A,2025-04-01,30,Shri Y. Manjunath
32853,13397,B,2024-06-28,30,Smt. K. Latha
32854,20463,B,2025-02-11,30,Smt. K. Latha
32855,23557,A,2024-07-24,30,Smt. P. Sridevi
32856,36474,A,2024-06-20,30,Shri S.R. Naik
32857,46811,B,2024-11-27,30,Smt. V. Patil
32858,47868,A,2024-04-28,30,Smt. N. Hegde
32859,49532,C,2024-11-01,30,Shri B.N. Prasad
32860,3529,C,2026-01-05,30,Shri T.G. Rao
32861,5038,B,2025-11-08,30,Shri T.G. Rao
32862,16059,B,2025-09-23,30,Smt. P. Sridevi
32863,23243,B,2025-09-29,30,Shri P.K. Sharma
32864,27516,A,2025-08-11,30,Shri T.G. Rao
32865,30345,B,2025-03-22,30,Shri R.K. Kulkarni
32866,32555,A,2025-11-28,30,Smt. P. Sridevi
32867,33925,B,2025-11-05,30,Shri A. Krishnamurthy
32868,42009,A,2025-12-05,30,Smt. D. Savitha
32869,49685,C,2025-06-18,30,Shri A. Krishnamurthy
32870,1426,B,2026-06-30,30,Smt. V. Patil
32871,5075,B,2026-06-30,30,Shri M.V. Reddy
32872,20475,B,2026-06-30,30,Shri B.N. Prasad
32873,23716,A,2026-06-30,30,Shri P.K. Sharma
32874,26229,B,2026-04-10,30,Smt. D. Savitha
32875,48883,C,2026-06-30,30,Shri R.K. Kulkarni
32876,17079,B,2023-08-06,30,Smt. V. Patil
32877,18083,C,2025-07-16,30,Shri B.N. Prasad
32878,38151,B,2025-09-23,30,Smt. V. Patil
32879,38567,A,2023-09-28,30,Smt. K. Latha
32880,46143,A,2024-04-05,30,Shri P.K. Sharma
32881,36851,A,2024-08-23,30,Shri P.K. Sharma
32882,38065,A,2024-08-03,30,Shri B.N. Prasad
32883,4315,A,2026-02-25,30,Smt. P. Sridevi
32884,35953,A,2025-12-12,30,Shri S.R. Naik
32885,25324,B,2023-06-27,30,Smt. K. Latha
32886,27035,A,2025-01-09,30,Shri A. Krishnamurthy
32887,37710,A,2025-05-26,30,Shri P.K. Sharma
32888,13542,A,2025-05-26,30,Smt. K. Latha
32889,5110,A,2024-03-25,30,Smt. K. Latha
32890,6543,A,2023-12-28,30,Smt. D. Savitha
32891,15436,B,2023-12-03,30,Smt. V. Patil
32892,22762,A,2023-08-19,30,Shri S.R. Naik
32893,29575,A,2024-01-11,30,Smt. V. Patil
32894,31421,B,2023-12-27,30,Smt. P. Sridevi
32895,31758,A,2023-06-07,30,Shri B.N. Prasad
32896,32889,B,2023-12-11,30,Smt. N. Hegde
32897,33839,B,2024-04-14,30,Smt. P. Sridevi
32898,47672,B,2023-07-16,30,Shri Y. Manjunath
32899,2452,B,2024-08-26,30,Shri S.R. Naik
32900,6824,B,2024-07-19,30,Shri A. Krishnamurthy
32901,11541,B,2025-04-20,30,Smt. D. Savitha
32902,18627,A,2025-04-20,30,Smt. K. Latha
32903,26725,C,2024-06-03,30,Smt. V. Patil
32904,35072,A,2024-11-23,30,Smt. K. Latha
32905,5793,A,2026-03-06,30,Shri T.G. Rao
32906,13060,B,2025-12-24,30,Shri T.G. Rao
32907,13357,B,2025-05-24,30,Smt. R. Sumathi
32908,20373,A,2025-06-07,30,Smt. N. Hegde
32909,20563,C,2025-11-16,30,Shri B.N. Prasad
32910,22869,B,2025-12-29,30,Shri B.N. Prasad
32911,23138,B,2026-04-30,30,Shri A. Krishnamurthy
32912,27825,A,2026-02-19,30,Smt. J. Anitha
32913,47547,B,2025-09-20,30,Shri P.K. Sharma
32914,49928,A,2025-08-13,30,Smt. J. Anitha
32915,17556,A,2026-06-25,30,Smt. J. Anitha
32916,22650,B,2026-06-30,30,Smt. N. Hegde
32917,43443,B,2026-06-30,30,Smt. D. Savitha
32918,28325,B,2023-12-02,30,Smt. D. Savitha
32919,5712,B,2024-10-19,30,Shri P.K. Sharma
32920,20366,A,2025-04-13,30,Shri B.N. Prasad
32921,35238,B,2026-03-04,30,Shri R.K. Kulkarni
32922,3732,A,2026-06-30,30,Smt. K. Latha
32923,44632,A,2023-11-26,30,Shri R.K. Kulkarni
32924,48431,B,2023-06-13,30,Smt. N. Hegde
32925,14258,B,2025-01-11,30,Smt. K. Latha
32926,30314,B,2024-09-17,30,Smt. K. Latha
32927,4107,B,2023-07-06,30,Smt. D. Savitha
32928,15361,C,2024-04-12,30,Shri B.N. Prasad
32929,15536,A,2024-01-21,30,Smt. R. Sumathi
32930,15706,B,2023-07-31,30,Smt. P. Sridevi
32931,21087,B,2023-05-14,30,Shri A. Krishnamurthy
32932,21648,A,2023-07-10,30,Shri B.N. Prasad
32933,23541,A,2024-05-02,30,Smt. D. Savitha
32934,31734,A,2024-03-25,30,Smt. P. Sridevi
32935,36269,A,2023-06-22,30,Shri P.K. Sharma
32936,27871,B,2024-12-03,30,Smt. J. Anitha
32937,36159,C,2025-03-04,30,Smt. N. Hegde
32938,40612,B,2025-02-04,30,Shri B.N. Prasad
32939,45067,B,2024-10-28,30,Smt. P. Sridevi
32940,49039,C,2024-07-24,30,Shri A. Krishnamurthy
32941,679,B,2025-06-03,30,Smt. N. Hegde
32942,11235,A,2026-01-29,30,Smt. R. Sumathi
32943,29411,B,2025-08-12,30,Smt. R. Sumathi
32944,19118,B,2026-06-28,30,Shri M.V. Reddy
32945,21258,A,2026-06-30,30,Shri P.K. Sharma
32946,29368,A,2026-05-28,30,Smt. D. Savitha
32947,43085,B,2026-06-30,30,Smt. R. Sumathi
32948,29458,C,2025-03-06,30,Shri A. Krishnamurthy
32949,37503,B,2023-11-09,30,Smt. D. Savitha
32950,18087,C,2024-06-28,30,Shri T.G. Rao
32951,2637,A,2026-05-01,30,Shri Y. Manjunath
32952,5252,B,2025-09-18,30,Shri Y. Manjunath
32953,25418,B,2023-06-18,30,Smt. P. Sridevi
32954,48684,A,2024-05-15,30,Smt. N. Hegde
32955,15330,A,2025-09-04,30,Shri T.G. Rao
32956,44184,C,2026-04-03,30,Shri Y. Manjunath
32957,6447,A,2023-07-26,30,Smt. P. Sridevi
32958,17836,A,2023-06-25,30,Smt. P. Sridevi
32959,29284,C,2024-02-12,30,Shri Y. Manjunath
32960,35481,C,2023-07-01,30,Smt. V. Patil
32961,12995,A,2024-08-04,30,Shri A. Krishnamurthy
32962,18475,C,2024-12-18,30,Smt. R. Sumathi
32963,21187,A,2025-03-20,30,Shri M.V. Reddy
32964,21671,B,2024-12-30,30,Shri M.V. Reddy
32965,26378,A,2024-04-13,30,Shri Y. Manjunath
32966,28638,B,2024-06-22,30,Shri R.K. Kulkarni
32967,36005,B,2024-09-22,30,Shri R.K. Kulkarni
32968,1828,A,2026-02-18,30,Smt. J. Anitha
32969,5402,B,2026-04-11,30,Smt. J. Anitha
32970,8133,A,2026-01-05,30,Shri Y. Manjunath
32971,12206,B,2025-11-15,30,Shri R.K. Kulkarni
32972,33075,B,2025-08-22,30,Shri T.G. Rao
32973,41013,A,2025-06-05,30,Smt. R. Sumathi
32974,46012,A,2026-04-16,30,Shri B.N. Prasad
32975,1389,A,2026-06-30,30,Smt. D. Savitha
32976,4250,C,2026-06-21,30,Shri A. Krishnamurthy
32977,25496,B,2026-06-30,30,Shri S.R. Naik
32978,37481,B,2026-05-24,30,Shri T.G. Rao
32979,39413,B,2026-06-30,30,Shri Y. Manjunath
32980,20342,B,2023-06-03,30,Shri S.R. Naik
32981,48148,A,2024-02-12,30,Smt. R. Sumathi
32982,14080,B,2025-06-24,30,Smt. R. Sumathi
32983,27374,C,2025-09-27,30,Shri Y. Manjunath
32984,28195,A,2026-01-20,30,Shri S.R. Naik
32985,21481,A,2026-05-23,30,Shri S.R. Naik
32986,5111,B,2024-01-18,30,Smt. N. Hegde
32987,10366,B,2023-07-22,30,Shri A. Krishnamurthy
32988,17590,B,2023-10-19,30,Smt. V. Patil
32989,29420,A,2024-04-13,30,Shri B.N. Prasad
32990,34829,A,2023-12-08,30,Shri Y. Manjunath
32991,36662,C,2024-02-10,30,Shri M.V. Reddy
32992,39718,B,2024-05-06,30,Shri B.N. Prasad
32993,40486,A,2023-06-05,30,Shri P.K. Sharma
32994,40573,B,2023-10-04,30,Smt. R. Sumathi
32995,47102,A,2024-02-26,30,Smt. J. Anitha
32996,49780,B,2023-12-14,30,Shri B.N. Prasad
32997,17868,B,2025-02-09,30,Shri Y. Manjunath
32998,18305,A,2025-06-16,30,Shri T.G. Rao
32999,21687,A,2024-11-10,30,Shri A. Krishnamurthy
33000,24736,B,2024-10-30,30,Shri R.K. Kulkarni
33001,25212,B,2025-02-12,30,Smt. D. Savitha
33002,40541,B,2024-07-27,30,Shri Y. Manjunath
33003,47844,B,2024-06-27,30,Smt. V. Patil
33004,248,B,2026-03-01,30,Shri S.R. Naik
33005,16521,C,2025-07-23,30,Smt. P. Sridevi
33006,18685,A,2025-09-02,30,Shri A. Krishnamurthy
33007,27019,A,2025-08-07,30,Shri T.G. Rao
33008,28576,A,2025-04-26,30,Smt. D. Savitha
33009,31249,C,2025-08-16,30,Smt. J. Anitha
33010,4907,A,2026-06-30,30,Smt. V. Patil
33011,5799,B,2026-06-30,30,Smt. K. Latha
33012,19325,A,2026-05-30,30,Shri S.R. Naik
33013,24335,B,2026-05-27,30,Smt. K. Latha
33014,28669,B,2026-06-01,30,Shri P.K. Sharma
33015,8065,B,2023-08-13,30,Smt. R. Sumathi
33016,1816,B,2024-11-01,30,Shri R.K. Kulkarni
33017,22145,A,2023-07-18,30,Smt. P. Sridevi
33018,38028,B,2024-06-15,30,Shri S.R. Naik
33019,19098,B,2025-08-09,30,Shri M.V. Reddy
